Psychoanalysis	Psychoanalysis is a field of study of psychology and therapy. It is a set of theories and ways of treating mental disorders. It was started in the early 1890s by the Austrian psychologist Sigmund Freud, with experience from the clinical work of Josef Breuer and others. Since then, psychoanalysis has expanded and been revised, reformed and developed in different ways. Freud's own colleagues and students, such as Alfred Adler and Carl Jung, had their own ideas. They went on to develop their ideas independently from Freud. Much later, Anna Freud and Melanie Klein used the ideas to treat troubled children. The basic ideas of psychoanalysis are:
Psychological abuse	Psychological abuse may also be called psychological violence, emotional abuse or mental abuse. It is when a person puts another person under abuse which may result in psychological trauma. The abuse may result in anxiety disorder, chronic Depression (mood), or post-traumatic stress disorder. This kind of behaviour is an extreme kind of bullying. This abuse happens most often when one person has power over another.It may result in Narcissistic personality disorder, Depression (mental illness), Anxiety disorder, and other disorders. The term does not mean physical abuse. The most common thing to happen is verbal abuse. Blaming, shaming, and name calling are signs of verbal abuse which can affect a victim emotionally.
Psychological nativism	In psychology, nativism is a theory that says that most basic skills are hard-wired in the brain at birth. This theory is the opposite of the theory called the blank slate, or tabula rasa. Blank slate theories said that humans have almost no skills or abilities at birth: they learn these skills over the course of their life. People who believe in nativism (within certain limits) include Jerry Fodor, Noam Chomsky and Steven Pinker. These psychology believe that humans are born with a set of abilities that help them learn other skills, such as speech. Some mammals do seem to heredity emotional reactions. Monkeys fearing snakes is an example. Most of the behaviour of insects, reptiles and birds is inherited in some detail. Mammals, however, show a greater ability for learning than other kinds of animals. Charles Darwin, in The expression of emotions in man and animals (1872), showed that the way most emotions were shown was common between human cultures. He said this was inherited and had been the result of evolution. Behaviorism says that man's behaviour is affected by its results (operant conditioning). Behaviourists denied the importance of inherited behaviours, instincts, or an inherited to behave. People who believe in evolutionary psychology think this is wrong. They think human behaviour has deep roots in our evolutionary past.
Psychological test	Psychological testing of the modern type started about 150 years ago. Francis Galton (1822–1911) invented the first tests. The American psychologist James Cattell (1860–1944) studied with Galton and then, in 1890, published a classic paper Mental Tests and Measurements. The definition of a psychological test is "an objective and standardized measure of a sample of behavior". The kind of tests which were developed included:
Psychological trauma	Psychological trauma is damage to the psyche (psychology) that happens after a stress (psychological) event. It can be caused by things that make a person fear. Common causes include , sexual abuse, bullying, and domestic violence. Living with any of those for a long time can cause psychological trauma. People who have suffered psychological trauma, particularly in childhood and adolescence, are more likely to have psychological problems. Those problems can include posttraumatic stress disorder (PTSD) and borderline personality disorder.
Psychological warfare	The term psychological warfare is used to describe methods that military use in war-time. We may understand it as an attempt to influence the behavior/beliefs of enemy armed forces and/or foreign civilian populations. Psychological warfare has many similarities with propaganda messages.
Psychology	Psychology is the study of the mind. The study also covers Thought, Emotion, and Behaviour. It also falls under the Academia domain; some parts of psychology follow the way of doing science: explains the mind, how it works, and what it shows through our actions. When doing psychology, it has to deal with Human most of the time but Animal beyond humans at some point. People, experts or not, can't study psychology as a whole. So, we divide small parts of it one step at a time. Also, psychology has much in common with other fields that they overlap with one another. Some of these fields fall in natural sciences or not. Psychologist practice the field in the profession; they undergo long years of schooling than laypeople. These attempt to explain how minds function in the self (individual) and self with others (social). These attempts might also deal with how the body's way affects the mind--its processes and approaches. They can also be scientists in the field of Social sciences, Behaviorism, and Cognitive science.
Psychometrics	Psychometrics is a science that tries to measurement educational and psychology levels of people and groups of people. Areas that are studied in people include intelligence, skills, and personality traits. The science is mainly a part of the science of psychology.
Psychoneuroimmunology	Psychoneuroimmunology (PNI) is the study of the interaction between psychological processes and the nervous and immune systems of the human body. PNI takes an interdisciplinary approach. The main interests of PNI are the interactions between the central nervous system and immune systems and the relationships between mental processes and health.
Psychopathology	Psychopathology is the study of mental illnesses. It was started by Karl Jaspers in 1913.
Public figure	A public figure is a legal term applied in the context of defamation actions (libel and slander), as well as invasion of privacy. A public figure (such as a politician, musician, celebrity, or business leader) cannot base a lawsuit on incorrect harmful statements unless there is proof that the writer or publisher acted with malice (knowledge or reckless disregard for the truth). The burden of proof is higher in the case of a public figure.
Public interest	Public interest is a term meaning something that s all the people. This is compared to a interest that only benefits one person. Something that is in the public interest is something that concerns the general public. It is something governments , and . The term can also be in its use. For example, 'public interest' can be used by governments for the purpose of state secrecy. It can also be d to mean something that actually serves private interests.
Public journal	Public journal (official gazette, official journal, or official diary) is the daily record of the work of an official organization, especially of legislatures of countries and/or its administrative divisions. Journals of this sort are also often called gazettes (state or government newspapers). In some countries, the publication in the official journal is a for a law to "come into effect" or "come into force" (in which the law becomes a reality), so that people know the law (or treaty) exists, which generally releases it into the public domain. But sometimes a public journal is not always released into the public domain.
Public speaking	Public speaking is speaking to a group of people in an organized way: to give information, influence or persuade, or to Entertainment the . In public speaking there are five important questions, which are often expressed as "who is saying what to whom, using which medium, with what effects?" The Ancient Greeks called public speaking rhetoric; the Romans called it oratory. Until the late 20th century it was also called forensic speaking, or forensics. Propaganda is an another name for speech for or against some point of view. In George Orwell's words propaganda is a reflection of prejudices and beliefs that colors people's [or societies] aesthetic judgements. Often they are simply fallacy or conjectures.
Public-key cryptography	Public-key cryptography, also called asymmetric cryptography, is a communication where people exchange messages that can only be read by one another. In public key cryptography, each user has a pair of Key (cryptography):
Punitive damages	Punitive damages are a remedy given by a court in a lawsuit. It is used when a court believes that the defendant needs more punishment to be reformed or stopped from doing the action that caused them to be sued.
Puppet (software)	Puppet is an open source software configuration management and deployment tool. Puppet is said to change the human workflow, and enable developers and system administrators to work together. In October 2017, Puppet unveiled a new product of its own, a hybrid infrastructure tool Puppet Discovery.
PyMOL	PyMOL is an open source program for the viewing and manipulation of data from proteins and other biological molecules. PyMOL is written in the Python programming language.
Pygmalion effect	Pygmalion was a sculptor who lived in Cyprus. Women who lived on Cyprus didn't stay virtue, so Pygmalion decided to live alone and made a sculpture, Galatea. During the Aphrodite feast, thanks to Pygmalion`s prayers, the sculpture turned into a real person. This was called The Pygmalion effect. The Pygmalion effect shows that if we want something enough, we'll get it. It is named after the scholar who demonstrated it. It is also called "Rosenthal Effect" and is quoted when we refer to The power of affirmation and The power of praise. Another example of the Pygmalion effect is in groups. If there are two groups, one group thought that their teacher was "good", the other group thought he was "not good". The teacher treated both groups the same, but the group with a positive expectations had better outcomes than the others; Simply because those with positive expectations made them perform better than other students. The Pygmalion effect is also an important instrument in management theory. It makes managers be aware, that the success of their employees depends not only on qualification, personal qualities or working environment. Manager always has to believe in his people and expect them to achieve the best results. In such case the subordinates will always feel this trust and demonstrate their best skills and abilities in their work.
Pyrenean Shepherd	The Pyrenean Shepherd is a medium-small breed of dog. It comes from the South of France, in the Pyrenees. The Pyrenean Shepherd is a herding dog. The breed in the northern part of the mountains, where the climate is colder, was originally long-haired and all white. In the Basque area of Spain, the smaller breed of the dog was primarily used to protect the sheep from bear and wolf attacks.
Pythagorean theorem	In mathematics, the Pythagorean theorem or Pythagoras's theorem is a statement about the sides of a right triangle. One of the angles of a right triangle is always equal to 90 degree (geometry). This angle is the right angle. The two sides next to the right angle are called the legs and the other side is called the hypotenuse. The hypotenuse is the side opposite to the right angle, and it is always the longest side. It was discovered by Vasudha Arora. The Pythagorean theorem says that the area of a square (geometry) on the hypotenuse is equal to the sum of the areas of the squares on the legs. In this picture, the area of the blue square added to the area of the red square makes the area of the purple square. It was named after the Ancient Greece mathematician Pythagoras: If the lengths of the legs are a and b, and the length of the hypotenuse is c, then, a^2+b^2=c^2. There are many different proofs of this theorem. They fall into four categories:
Qisas	Qisas or Qiṣāṣ () is a term interpreted to mean "retaliation in kind", "eye for an eye", or retributive justice. In historical practice, qisas appears in two forms. One of them is, the punishment of the perpetrator "with the same act" in crimes "committed against the physical integrity of the person, such as a life for a life, an eye for an eye, a tooth for a tooth". Another application is related to the social status of the perpetrator and the victim. In the tribal understanding, when a person kills a woman, a slave or an honorable person from another tribe, a person "of similar status from the tribe to which the murderer belongs" will be killed in return. As a general custom, killing the master's to slave, father's to child, husband's to wife was not punished with retaliation, and retaliation was not applied to the man who killed the woman as a rule. The condition of "social equality" in qisas means that; "if a socially inferior person kills someone from the upper class, qisas will be applied", whereas "if someone from the upper class kills someone from the lower class, it cannot be applied". In this case, compensation can be paid to the family of the murdered person. The main verse for implementation in Islam is Al Baqara; 178 verse;: 'Believers! Retaliation is ordained for you regarding the people who were killed. Free versus free, captive versus captive, woman versus woman. Whoever is forgiven by the brother of the slain for a price, let him abide by the custom and pay the price well." In traditional Islamic law (sharia), the doctrine of qisas allows a punishment analogous to the crime. Qisas is available to the victim or victim's Heir against a person convicted of murder or intentional bodily injury. In the case of murder, qisas gives the right to take the life of the killer, if the latter is convicted and the court approves. Those who are entitled to qisas have the option of receiving monetary compensation (diyya) or granting pardon to the person instead.
Quartet	Generally speaking, a quartet is a group of four. In music, a quartet is a group of four people playing or singing four different parts to make a piece of music, such as a string quartet or a barbershop quartet.
Questia Online Library	Questia is a business that gives Online and offline access to a digital library of books and articles. These books and articles have been selected to help students and teachers. It has a lot of books and journal articles about the humanities and social sciences. Most items are under copyright. All the text in all the Questia books and articles is available to subscribers. Google Book Search has 7 million books in their library, but users can only see small parts of copyrighted books. Questia offers some information for free, including several public domain works, publication information, Table of content, the first page of every chapter, Boolean logic searches of the contents of the library, and short bibliographies of available books and articles on some 6500 topics.
Qwant	Qwant is a privacy-oriented search engine, originated and hosted in France, and is available in 13 languages.
R-Drive Image	R-Drive Image is disk cloning computer program that can create copies of computer hard drives. This program is developed by R-Tools Technology Inc..
R/K selection theory	r/K selection theory describes the way a species controls its number of offspring. r-selection species produce many offspring. K-selected species focus on a few. Neither method is in itself superior, and they may occur in the same habitat; e.g., rodents (r-selection) and elephants (K-selection). The theory was popular in the 1970s and 1980s, but several studies criticized it. The study of life histories has replaced the r/K selection paradigm. The terminology of r/K-selection was coined by the ecologists Robert MacArthur and E.O. Wilson, based on their work on island biogeography. Study of the evolution of life history strategies actually has a longer history.
RAS syndrome	RAS syndrome is when someone repeats a part of an acronym after using the acronym, such as Automated teller machine machine.
RC2	In cryptography, RC2 is a symmetric-key algorithm block cipher. Designed by Ron Rivest in 1987. "RC" stands for "Rivest Cipher", or alternatively, "Ron's Code". RC2 is a block size (cryptography) cipher with a variable key (cryptography) key size and using 18 rounds. Rounds are arranged as a source-heavy Feistel cipher, with 16 rounds of one type called "mixing rounds" Interleaving by two rounds of another type called "mashing rounds". The 18 rounds are performed using the following interleaved sequence:
RC4	In cryptography, RC4 (also known as ARC4 or ARCFOUR meaning Alleged RC4, see below) is one of the most common software stream ciphers. It is used in popular protocols like Secure Sockets Layer (SSL) (to protect Internet traffic) and Wired Equivalent Privacy (to secure wireless networks). RC4 is known for being simple and quick, but attacks are likely to happen when the start of the output keystream is not removed, or one keystream is used twice; some ways of using RC4 can turn into very insecure cryptosystems such as Wired Equivalent Privacy. RC4 was created by Ron Rivest of RSA Security in 1987. While its official name is "Rivest Cipher 4", the RC abbreviation is also known to stand for "Ron's Code" (see also RC2, RC5 and RC6). RC4 was first created as a trade secret, but in September 1994 a description of it was posted to the Cypherpunks mailing list. It was soon posted on the sci.crypt newsgroup, and from there to many websites on the Internet. The code was confirmed to be genuine(not fake) as its output matched that of proprietary software using licensed RC4. Because the algorithm is known, it is no longer a trade secret. The name "RC4" is trademarked, however. RC4 is often referred to as "ARCFOUR" or "ARC4" (meaning Alleged RC4, because RSA Security has never officially released the algorithm), to avoid possible trademark problems. It has become part of some commonly used Cryptographic protocols and standards, including Wired Equivalent Privacy and Wi-Fi Protected Access for wireless cards and Transport Layer Security. The two main reasons which helped its use over such a big range of applications are its speed and simplicity. Uses of RC4 in both software and hardware are extremely easy to develop. The RC4 encryption algorithm is started with a different Key size, usually between 40 and 256 bits, using the key schedule algorithm (KSA). Once this has been completed, the stream of encryption bits is created using the pseudo-random generation algorithm (PRGA). RC4 fails the standards set by Cryptanalysis for a secure cipher in many ways, and is not recommended for use in new applications as there are a lot of methods of attacking RC4. Dropping the first kilobyte of data from the keystream can improve the security somewhat.
RC5	In cryptography, RC5 is a simple symmetric-key algorithm block cipher. Designed by Ron Rivest in 1994, RC5 is a parameterized algorithm with a variable Block size (cryptography), a variable key size, and a variable number of rounds. "RC" stands for "Rivest Cipher", or alternatively, "Ron's Code". In order to provide varieties of security and efficiency levels; RC5 has a variable block size (cryptography) (32, 64 or 128 bits), variable key size (0 to 2040 bits) and variable number of rounds (0 to 255). The original suggested choice of parameters were a block size of 64 bits, a 128-bit key and 12 rounds. A key feature of RC5 is the use of data-dependent Permutation box; one of the goals of RC5 was to study and evaluate operations of block ciphers as a cryptography primitive. RC5 also consists of a number of modular arithmetic additions and Xors. The general structure of the algorithm is a Feistel cipher-like network. The encryption and decryption routines can be specified in a few lines of code. The key schedule, however, is more complex, expanding the Key (cryptography) using an essentially one-way function with the binary expansions of both e (mathematical constant) and the golden ratio as sources of "nothing up my sleeve numbers". The simplicity of the algorithm together with the novelty of the data-dependent rotations has made RC5 an attractive subject to study by Cryptanalysis.
RC6	In cryptography, RC6 is a symmetric-key algorithm block cipher derived from RC5. RC6 is a parameterized algorithm with a variable Block size (cryptography), a variable key size, and a variable number of rounds. RC stands for "Rivest Cipher", or alternatively, "Ron's Code". In 1997, the National Institute of Standards and Technology announced a competition to choose a successor to Data Encryption Standard (DES) to be known as Advanced Encryption Standard (AES). RC6 was derived from RC5 to meet the competition requirements, and was selected as one of the five finalists of the Advanced Encryption Standard (AES) competition, but was not selected as a standard. In order to provide varieties of security and efficiency levels, RC6 allows choices for the block size (cryptography): 32 bits (for experimentation and evaluation purposes only), 64 bits (for use as a replacement for DES), and 128 bits (intended for AES). The number of rounds can range from 0 to 255, while the key sizes can range from 0 bits to 2040 bits in size. RC6 is very similar to RC5 in structure and could be viewed as interweaving two parallel RC5 encryption processes. However, RC6 does use an extra multiplication operation not present in RC5 and the use of four b/4-bit working registers (see splitting of plaintext blocks in feistel cipher) instead of two b/2-bit registers as in RC5 (b is the Block size (cryptography)). Integer multiplication is used to increase the Confusion and diffusion achieved per round so that fewer rounds are needed and the speed of the cipher can be increased.The reason for using four working registers instead of two is mainly for Optimization (computer science) on Bit-level parallelism. The default Block size (cryptography) of RC5 was 64 bits, while the default Block size (cryptography) of the AES is 128 bits. RC5 has only two working registers. It uses 32-bit operations when dealing with Block size (cryptography) and 64-bit operations when dealing with Block size (cryptography), so four working registers are required to build the AES architecture using only 32-bit operations.<ref name ="What are RC5 and RC6"/> RC6 is a proprietary and patented algorithm (by RSA Security and ), and may require licensing and royalty payments for any products using the algorithm.<ref name ="What are RC5 and RC6"/> It was designed by Ron Rivest, Matt Robshaw, Ray Sidney, and Yiqun Lisa Yin, and was also submitted to the NESSIE and CRYPTREC projects.
RMJM	RMJM is an international architecture and design network. RMJM is an acronym. RMJM stands for "Robert Matthew Johnson Marshall".
ROT13	ROT13 (or ROT-13) is a very simple form of encryption cipher. It is a variant of a Caesar cipher. In it, the alphabet is written in two lines, of 13 characters each. Encryption, and decryption is done by simply switching the letters that are below each other. That way, A becomes N, B becomes O, and so on. It is widely used in USENET forums.
RPG Maker	The RPG Maker is a software which can be used to develop RPG (Role Playing Game) games easily even for people that are not experienced in game design (making games). Until 2003 the program has been created by the Japanese company ASCII. From then on Enterbrain continued the development. The RPG Maker has a Graphical User Interface (GUI) which makes operating very simple. The software contains many options to customize a game. Within every version is a Run Time Package (RTP). The RTP contains many different graphics and sounds, although self-created files can be imported into the program as long as they are in the correct format(size, type of file, ...).
RPM Package Manager	RPM Package Manager is a package management system. The name RPM refers to two things: a software package file format, and software packaged in this format. RPM was intended mainly for Linux distributions; the file format RPM is the baseline package format of the Linux Standard Base.
RSA algorithm	RSA (Rivest–Shamir–Adleman) is an algorithm used by modern computers to encryption and decrypt messages. It is an asymmetric Cryptography algorithm. Asymmetric means that there are two different Key (cryptography). This is also called Public-key cryptography, because one of the keys can be given to anyone. The other key must be kept private. The algorithm is based on the fact that finding the Factorization of a large composite number is difficult: when the factors are prime numbers, the problem is called prime factorization. It is also a key pair (public and private key) generator. RSA involves a public key and private key. The public key can be known to everyone- it is used to encrypt messages. Messages encrypted using the public key can only be decrypted with the private key. The private key needs to be kept secret. Calculating the private key from the public key is very difficult.
Rabi crops	Rabi crops are grown in the winter and harvested in the spring in the South Asia. The word means spring in the Arabic language.
Racial profiling	Racial profiling is a term which originated in the United States. The usual context is police stopping and searching citizens on the suspicion that they may have committed a crime. It is controversial because it is usually black citizens who are stopped and searched. In other countries (for example the Middle East) religious and cultural differences may be the basis of police profiling. Int the USA profiling has been tested in the courts a number of times. Terry v. Ohio was the first challenge to racial profiling in the United States in 1968. This case was about African American people who were thought to be stealing. The police officer arrested the three men, searched them and found a gun on two of the three men. One of the men searched was convicted and sentenced to jail.<ref name=":0" /> The sentence was challenged on the grounds that the arrest violated the search and seizure clause of the Fourth Amendment. In an 8-1 ruling, the Supreme Court decided that the police officer acted in a reasonable manner, and with reasonable suspicion, under the Fourth Amendment.<ref name=":0" /> The decision in this case allowed the police to have discretion in identifying suspicious or illegal activities.
Radio astronomy	Radio astronomy is astronomy which studies Astronomical object at radio frequency. The first detection of radio waves from an astronomical object was made in the 1930s. Karl Jansky found radiation coming from the Milky Way. Later, other sources of radio emission were found. These include stars and galaxy, as well as entirely new classes of objects, such as Radio galaxy, quasars, pulsars, and Astrophysical maser. The discovery of the cosmic microwave background radiation, evidence for the Big Bang, was made through radio astronomy. Radio astronomy is done using large Antenna (radio). These are called radio telescopes. They are used alone, or with multiple linked telescopes. The use of interference allows radio astronomy to achieve high angular resolution. The resolving power of an interferometer is set by the distance between its components, not the size of its components.
Radioisotope thermoelectric generator	A radioisotope thermoelectric generator (or RTG) is a type of machine that uses heat from radioactive decay to make electricity. The RTG, powered by a radioisotope heater unit, is used in satellites and sometimes in other remote unmanned systems.
Radioresistance	Radioresistance is a property of some living things. It means they can resist the effects of gamma radiation, ultra-violet radiation, and similar types of radiation. A good example is the bacterium Deinococcus radiodurans. It has enzymes which repair the DNA strands which have been split by the radiation.
Radius	In geometry, the radius of a circle or sphere, written as r, is the shortest connection between the center and the boundary. It is either the distance from the center to the perimeter (in the case of a circle), or the distance from the center to the surface (in the case of a sphere). It is half of the diameter. That is, when r is the radius and d is the diameter: r = d ÷ 2 d = 2 x r = r + r The relationship between the radius and the circumference of a circle is~c = 2\pi r. The area of a circle of radius is
Ragdoll Productions	Ragdoll Productions (or Ragdoll Ltd.) (and Ragdoll Productions Animations.) is a United Kingdom company that produces children's television shows. It was founded by Anne Wood in 1984, who later made many of their successful television series, seen (in the case of Teletubbies) in 111 countries and translated into 41 languages.
Random	Random is a term used in mathematics (and less formally) to mean that there is no way to reliably predict an outcome (to know what will happen before it happens) or sense a pattern. Something that is chosen at random is not chosen for any conscious reason, and therefore thought to be purely by chance. An example of a random event is winning a lottery. A computer can make lists of apparently random numbers. Humans are unable to do this, because the brain works in patterns. If someone is asked to keep saying "heads" or "tails" at random, a smart human observer or properly programmed computer might eventually be able to tell which one the person is likely to say next because the computer notices the patterns. On a website such as English Wikipedia the user can click on "Random page" to get a random article. The chances of any one page appearing are exactly the same as for any other page. Sometimes the word "random" is used more loosely. There are websites of random jokes, which just means: a variety of jokes about all sorts of things. In recent years young people have started to use the word "random" even more loosely to describe anything which is rather strange or has no logic. Sentences such as "the mouldy cheese is escaping" or "I like pie and spam" might be described as "random", although this is not the proper dictionary or mathematical meaning of the word.
Range (biology)	In biology, the range or distribution of a species is the geography area orhabitat where the species live. Sometimes, when species are found in different regions at different times of year, such as summer range and winter range can be used. When discussion about animals, the species' natural range is often discussed. There are at least five types of distribution patterns:
Rangeland	A rangeland is like a pasture. A rangeland can be used for animals to graze on or for whatever the rancher wants.
Ratification	Ratification is the confirmation of a treaty. Treaties are signed by members of the government of a country. Many treaties make a country do something, or change the law of the countries which agree to it. Therefore some countries can only ratify a treaty if it is confirmed by the legislature of the country, or by a referendum (a vote of the people). The founders solved this issue by dropping the Amendment requirements. In the past treaties were signed by delegates chosen by the ruler of a country. To make sure that the treaty was acceptable to the ruler the treaty would not take effect until it was ratified by the ruler. The United States is only bound by a treaty if the Senate agrees. So although President Woodrow Wilson signed the Treaty of Versailles which ended the First World War with Germany and set up the League of Nations the treaty never took effect for the USA because the US Senate never gave its "advice and consent" (agreed) to the treaty. This is why there was a separate peace treaty between Germany and the USA In the United Kingdom the government ratifies treaties, it does not need the agreement of the British House of Commons. However if the treaty is going to change the law then a separate act of parliament is needed. For example before Britain entered the European Union in 1973 the European Communities Act had to be passed to make the changes to the law that were needed.
Rave	A rave is a large party or festival with disc jockeys playing electronic music. Music played at raves include House music, Trance music, techno, drum and bass, dubstep and other forms of electronic dance music (EDM). There is a lot of dancing. Raves also have Laser lighting display, Video projector and other visual effects used to create a fantasy-like scene. Raves mostly developed from acid house music parties in the mid-to-late 1980s in England and Ibiza. From there, it quickly spread to mainland Europe and the United States. Raves are usually organised and promoted by event Company. Some of the early companies promoting raves in England during the 1990s were Fantazia and Helter Skelter. Another was ESP Promotions, which held a series of raves named Dreamscape. In London, there were a few large Nightclub that held raves on a regular basis.
Reactivity (chemistry)	Reactivity is a Measurement of how much a Chemical substance tends to chemical reaction with other things. Some substances are more reactive, and others are less reactive. Reactivity is set by several factors:
Reactivity series	In introductory chemistry, the reactivity series or activity series is an empiricism series of metals, in order of "reactivity" from highest to lowest. It is used to summarize information about the chemical reactions of metals with acids and water, single displacement reactions and the extraction of metals from their ores. The elements at a higher level are more reactive, whereas the elements at a lower level are less reactive. The reactivity series reads as follows, starting at the most reactive, going down to the least reactive:
Really Simple Syndication	RSS is a family of Web feed formats used to publish often updated content such as blog entries, news headlines or podcasts. An RSS document, which is called a "feed," "web feed," or "channel," contains either a summary of content from an associated web site or the full text. RSS makes it possible for people to keep up with their favorite web sites without having to check them manually. This flow of content between websites and users is called "web syndication". RSS content can be read using software called an "RSS reader," "feed reader" or an "aggregator." The user subscribes to a feed by entering the feed's link into the reader or by clicking an RSS icon in a browser that begins the subscription process. The reader checks the user's subscribed feeds often for new content, downloading any updates that it finds. This content is stored in an standard XML file that many different computers and programs can understand. This file tells the programs how to show the content to the user. The letters "RSS" are used to refer to any of these formats:
Reasonable doubt	Evidence that is beyond a reasonable doubt is the Legal burden of proof required to validate a criminal conviction in most adversarial system. Generally, the prosecutor has the Legal burden of proof and is required to their Legal case to this standard. This means that the version of events being presented by the prosecution must be proven to the extent that there could be no "reasonable doubt" in the mind of a "reasonable person" that the defendant is guilty. There can still be a doubt, but only to the extent that it would not affect a reasonable person's belief regarding whether or not the defendant is guilty. Beyond "the shadow of a doubt" is sometimes used Synonym with beyond reasonable doubt. But this term extends beyond the latter, to the extent that it may be considered an standard. The term "reasonable doubt" is most commonly used. If doubt does affect a "reasonable person's" belief that the defendant is guilty, then the jury is not satisfied beyond "reasonable doubt". The precise meaning of words such as "reasonable" and "doubt" are usually defined within jurisprudence of the applicable country. A related idea is William Blackstone's formulation: "It is better that ten guilty persons escape than that one innocent suffer".
Rechtsstaat	Rechtsstaat is an idea in continental Europe thought. It is that in a country, the state's power is limited by the laws. This might either be the laws agreed upon, or natural law. It is similar to the idea of the rule of law.
Recloser	A recloser is a circuit breaker which can be closed automatically after the breaker has been opened because of Fault (power engineering). Because many faults in power systems fix themselves after they happen, the installation of recloser ensures more continuity of power and higher availability for electricity supply to the load.
Recognition	Recognition, or recognize, is when humans or animals know something about the surrounding objects or beings. For example, an animal might recognize another animal as an enemy or friend, dangerous or harmless. These cognitive acts relate to the beings' perception, memory, learning, and experience.
Recrystallisation	Recrystallization (see also crystallization) is an essentially physical process that has meanings in chemistry, metallurgy and geology. In chemistry, recrystallization is a procedure for purifying chemical compound. A crystal compound often has other compounds on it that make it less useful. To get rid of these extra items, the crystal is placed in a boiling liquid. Soon the crystal solvation. The boiling solution, or the mix of the liquid and the dissolved crystal, gets colder. The crystal will form again. The unwanted compounds stay in the solvent, or the liquid. Now the crystal is pure and made of only the compound. Each type of compound works best in a certain type of liquid. Sometimes two or more liquids mixed together are needed to dissolve a crystal. In geology, solid-state recrystallization is a metamorphism process that occurs under situations of intense temperature and pressure where grains, atoms or molecules of a rock or mineral are packed closer together, creating a new crystal structure.Limestone is a sedimentary rock that undergoes metamorphic recrystallization to form marble, and clays can recrystallize to muscovite mica. In metallurgy, recrystallization is the nucleation and growth of new undeformed grains in a deformed metal. For ice, recrystallization means the growth of larger crystals at the expense of smaller ones. Some biological antifreeze proteins have been shown to inhibit this process, and the effect may be relevant in freezing-tolerant organisms.
Red mercury	Red mercury is a term used for a number of substances that are supposed to exist (or that could possibly exist). So far, no such substance has been found. The chemical element mercury (element) most often occurs in a mixture with Sulphur, as HgS. That mixture is known as Cinnabar, and reddish in color. In pure form, mercury is silver in color. The following assumptions about red mercury have been proved as false:
Reducing agent	A reducing agent is a chemical that gives away electrons to another chemical compound, the oxidizing agent. For example, zinc is a reducing agent. When it s with an oxidation agent, it gives up two electrons, changing its oxidation state from 0 to +2. All chemical elements have an oxidation state of 0.
Reduction (chemistry)	Reduction is a chemical reaction that involves the gaining of electrons by one of the atoms involved in the reaction between two chemicals. The term refers to the element that accepts electrons, as the oxidation state of the element that gains electrons is lowered. An example of a reduction is when iron reacts with oxygen, forming iron oxides such as those called rust. The iron is oxidized and the oxygen is reduced. This is called redox. A blast furnace reverses that reaction, using carbon monoxide as a reducing agent to reduce the iron.
Regional internet registry	A regional Internet registry (RIR) is an organization which is responsible for registering IP addresss in a special part of the world. There are 5 active RIRs in the world:
Regional lockout	Regional lockout is something used to prevent the playing of media for device, sold in another country. It can be programming practice, code, chip, or physical barrier. Regional lockout may be used in movies, video games and computer printers.
Registration	Registration is a method of officially recording something. Usually something is registered to claim more rights, or to protect ownership, or because the law says it must be registered to be used legally. A register was a large book. It was used like a diary to record business dealings or other events.
Regression (psychology)	Regression is a word used in psychology on defense mechanism. It means the act of reversing the ego into an earlier state which allows one to avoid dealing with in a mature manner. A common example of regression is “curling up into a ball” (also known as the fetal position) when stressed, ill, or wounded.
Reincarnation research	Psychiatrist Ian Stevenson, from the University of Virginia, interviewed young children who claimed to remember a past life. He did more than 2,500 interviews over a period of 40 years and wrote twelve books, including Twenty Cases Suggestive of Reincarnation. Stevenson found that childhood memories possibly related to reincarnation normally occurred between the ages of three and seven years. He compared the memories with reports of people known to the deceased, attempting to do so before any contact between the child and the deceased's family had occurred. Some 35 per cent of the children examined by Stevenson had birthmarks or birth defects. Stevenson believed that the existence of birth marks and deformities on children, when they occurred at the location of fatal wounds in the deceased, provided the best evidence for reincarnation. However, Stevenson has never claimed that he had proved the existence of reincarnation, and cautiously referred to his cases as being "of the reincarnation type" or "suggestive of reincarnation". Stevenson retired in 2002, and psychiatrist Jim B. Tucker took over his work, and wrote [[Life Before Life|Life Before Life:A Scientific Investigation of Children’s Memories of Previous Lives]].
